timestamp,Real,Prediccion,Señal,Movimiento Real
2025-01-03 10:45:00,2.281e-05,2.3033464616537095e-05,1,-1
2025-01-03 11:00:00,2.285e-05,2.3026353869438173e-05,1,1
2025-01-03 11:15:00,2.3030000000000005e-05,2.302426232814789e-05,1,1
2025-01-03 11:30:00,2.313e-05,2.3071172787547115e-05,1,1
2025-01-03 11:45:00,2.323e-05,2.3160904348492626e-05,1,1
2025-01-03 12:00:00,2.3370000000000005e-05,2.3237473751306537e-05,1,1
2025-01-03 12:15:00,2.335e-05,2.3315450258255006e-05,-1,-1
2025-01-03 12:30:00,2.326e-05,2.3363780153989794e-05,1,-1
2025-01-03 12:45:00,2.332e-05,2.3365527626872065e-05,1,1
2025-01-03 13:00:00,2.368e-05,2.3351509613990785e-05,1,1
2025-01-03 13:15:00,2.37e-05,2.3436452581286433e-05,-1,1
2025-01-03 13:30:00,2.363e-05,2.3557839668989183e-05,-1,-1
2025-01-03 13:45:00,2.361e-05,2.360335042357445e-05,-1,-1
2025-01-03 14:00:00,2.355e-05,2.360362543165684e-05,-1,-1
2025-01-03 14:15:00,2.3650000000000002e-05,2.3571294100284577e-05,1,1
2025-01-03 14:30:00,2.364e-05,2.3546013088226322e-05,-1,-1
2025-01-03 14:45:00,2.373e-05,2.3575811385512354e-05,-1,1
2025-01-03 15:00:00,2.381e-05,2.3583738524317745e-05,-1,1
2025-01-03 15:15:00,2.375e-05,2.3638576122522356e-05,-1,-1
2025-01-03 15:30:00,2.39e-05,2.3676073412895204e-05,-1,1
2025-01-03 15:45:00,2.3799999999999996e-05,2.3701871144175533e-05,-1,-1
2025-01-03 16:00:00,2.3799999999999996e-05,2.37406497502327e-05,-1,-1
2025-01-03 16:15:00,2.41e-05,2.3743239512443546e-05,-1,1
2025-01-03 16:30:00,2.415e-05,2.384027296960354e-05,-1,1
2025-01-03 16:45:00,2.397e-05,2.3914200814962388e-05,-1,-1
2025-01-03 17:00:00,2.403e-05,2.3935610749125482e-05,-1,1
2025-01-03 17:15:00,2.421e-05,2.3910787261724472e-05,-1,1
2025-01-03 17:30:00,2.4139999999999996e-05,2.3920194264650347e-05,-1,-1
2025-01-03 17:45:00,2.405e-05,2.3966144045591356e-05,-1,-1
2025-01-03 18:00:00,2.4139999999999996e-05,2.3957936965823174e-05,-1,1
2025-01-03 18:15:00,2.421e-05,2.394053253054619e-05,-1,1
2025-01-03 18:30:00,2.415e-05,2.3955345970392228e-05,-1,-1
2025-01-03 18:45:00,2.41e-05,2.3972814533114436e-05,-1,-1
2025-01-03 19:00:00,2.4200000000000002e-05,2.3964979885816574e-05,-1,1
2025-01-03 19:15:00,2.4129999999999998e-05,2.397049977898598e-05,-1,-1
2025-01-03 19:30:00,2.411e-05,2.3981348416209224e-05,-1,-1
2025-01-03 19:45:00,2.415e-05,2.39711792832613e-05,-1,1
2025-01-03 20:00:00,2.408e-05,2.3967789161205292e-05,-1,-1
2025-01-03 20:15:00,2.4129999999999998e-05,2.398418358922005e-05,-1,1
2025-01-03 20:30:00,2.416e-05,2.39727060097456e-05,-1,1
2025-01-03 20:45:00,2.425e-05,2.3982428717017177e-05,-1,1
2025-01-03 21:00:00,2.429e-05,2.401044871091843e-05,-1,1
2025-01-03 21:15:00,2.437e-05,2.4066958555579187e-05,-1,1
2025-01-03 21:30:00,2.45e-05,2.409783098757267e-05,-1,1
2025-01-03 21:45:00,2.4540000000000002e-05,2.41481266361475e-05,-1,1
2025-01-03 22:00:00,2.4530000000000004e-05,2.4194998865723613e-05,-1,-1
2025-01-03 22:15:00,2.444e-05,2.4235106883049013e-05,-1,-1
2025-01-03 22:30:00,2.439e-05,2.4215219975709917e-05,-1,-1
2025-01-03 22:45:00,2.442e-05,2.4175977678894997e-05,-1,1
2025-01-03 23:00:00,2.4469999999999998e-05,2.4145559071898463e-05,-1,1
2025-01-03 23:15:00,2.4320000000000004e-05,2.415121461927891e-05,-1,-1
2025-01-03 23:30:00,2.439e-05,2.4129776321053505e-05,-1,1
